,material,Cell type,test,time (hr),concentration (ug/ml),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,viability (%)
25,1,1,1,0.10638297872340424,0.0390625,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.41117504155478846
26,1,1,1,0.10638297872340424,0.078125,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.40190938925116143
27,1,1,1,0.10638297872340424,0.15625,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.30838341218088056
28,1,1,1,0.10638297872340424,0.3125,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.30164088138771683
29,1,1,1,0.10638297872340424,0.625,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.30585602864083883
30,1,1,1,0.23404255319148934,0.00121875,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.4412053019647956
31,1,1,1,0.23404255319148934,0.0024375,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.41239824404381364
32,1,1,1,0.23404255319148934,0.004875,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.46822656949239233
33,1,1,1,0.23404255319148934,0.00975,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.5231641307590675
34,1,1,1,0.23404255319148934,0.0195,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.44572305331799006
35,1,1,1,0.23404255319148934,0.0390625,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.5060307718535567
36,1,1,1,0.23404255319148934,0.078125,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.4033925755444743
37,1,1,1,0.23404255319148934,0.15625,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.4394152495418318
38,1,1,1,0.23404255319148934,0.3125,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.45019818437539955
39,1,1,1,0.23404255319148934,0.625,0.34899986012029655,0.5333333333333333,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.3430635468610152
40,1,1,1,0.10638297872340424,0.00121875,0.40644379167249506,0.7304878048780489,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.511443549418233
41,1,1,1,0.10638297872340424,0.0024375,0.40644379167249506,0.7304878048780489,1.0,1.0000000000000002,0.3655111891180342,0.34782608695652184,0.5089289519669267
